Sport_Product,Geo_Code,Country,Year,Amt_Import,Amt_Export
CYCLE,CY,Cyprus,2001,"1,131,000","1,000"
CYCLE,CY,Cyprus,2002,"1,275,000","1,000"
CYCLE,CY,Cyprus,2003,"1,299,000","2,000"
CYCLE,CY,Cyprus,2004,"1,361,000",0
CYCLE,CY,Cyprus,2005,"1,180,000",0
CYCLE,CY,Cyprus,2006,"1,458,000","1,000"
CYCLE,CY,Cyprus,2007,"1,829,000","1,000"
CYCLE,CY,Cyprus,2008,"2,005,000",0
CYCLE,CY,Cyprus,2009,"1,775,000","2,000"
CYCLE,CY,Cyprus,2010,"2,147,000","3,000"
CYCLE,CY,Cyprus,2011,"2,271,000",
CYCLE,CY,Cyprus,2012,"2,265,000","4,000"
CYCLE,CY,Cyprus,2013,"2,708,000","4,000"
CYCLE,CY,Cyprus,2014,"3,431,000","84,000"
CYCLE,CY,Cyprus,2015,"2,789,000","22,000"
CYCLE,CZ,Czech Republic,2000,"24,975,000","20,783,000"
CYCLE,CZ,Czech Republic,2001,"21,411,000","27,048,000"
CYCLE,CZ,Czech Republic,2002,"24,848,000","24,806,000"
CYCLE,CZ,Czech Republic,2003,"30,312,000","31,040,000"
CYCLE,CZ,Czech Republic,2004,"51,701,000","41,533,000"
CYCLE,CZ,Czech Republic,2005,"40,725,000","43,829,000"
CYCLE,CZ,Czech Republic,2006,"45,469,000","51,239,000"
CYCLE,CZ,Czech Republic,2007,"49,704,000","66,124,000"
CYCLE,CZ,Czech Republic,2008,"61,948,000","69,793,000"
CYCLE,CZ,Czech Republic,2009,"48,961,000","53,789,000"
CYCLE,CZ,Czech Republic,2010,"49,391,000","60,062,000"
CYCLE,CZ,Czech Republic,2011,"49,698,000","74,754,000"
CYCLE,CZ,Czech Republic,2012,"53,838,000","78,518,000"
CYCLE,CZ,Czech Republic,2013,"51,886,000","89,479,000"
CYCLE,CZ,Czech Republic,2014,"62,230,000","88,243,000"
CYCLE,CZ,Czech Republic,2015,"60,185,000","89,706,000"
CYCLE,DE,Germany,2000,"333,586,000","67,168,000"
CYCLE,DE,Germany,2001,"286,678,000","71,975,000"
CYCLE,DE,Germany,2002,"303,595,000","92,752,000"
CYCLE,DE,Germany,2003,"290,119,000","98,506,000"
CYCLE,DE,Germany,2004,"332,369,000","109,547,000"
CYCLE,DE,Germany,2005,"350,615,000","98,603,000"
CYCLE,DE,Germany,2006,"360,334,000","134,832,000"
CYCLE,DE,Germany,2007,"408,588,000","188,261,000"
CYCLE,DE,Germany,2008,"464,570,000","252,045,000"
CYCLE,DE,Germany,2009,"501,470,000","279,463,000"
CYCLE,DE,Germany,2010,"506,188,000","345,708,000"
CYCLE,DE,Germany,2011,"524,584,000","360,150,000"
CYCLE,DE,Germany,2012,"537,930,000","401,022,000"
CYCLE,DE,Germany,2013,"535,608,000","427,123,000"
CYCLE,DE,Germany,2014,"519,322,000","467,079,000"
CYCLE,DE,Germany,2015,"654,232,000","543,530,000"
CYCLE,DK,Denmark,2000,"45,847,000","4,697,000"
CYCLE,DK,Denmark,2001,"43,866,000","7,386,000"
CYCLE,DK,Denmark,2002,"49,798,000","7,710,000"
CYCLE,DK,Denmark,2003,"55,165,000","10,280,000"
CYCLE,DK,Denmark,2004,"61,413,000","11,821,000"
CYCLE,DK,Denmark,2005,"63,434,000","9,787,000"
CYCLE,DK,Denmark,2006,"71,213,000","8,713,000"
CYCLE,DK,Denmark,2007,"76,956,000","6,082,000"
CYCLE,DK,Denmark,2008,"77,018,000","4,188,000"
CYCLE,DK,Denmark,2009,"101,288,000","4,230,000"
CYCLE,DK,Denmark,2010,"99,393,000","5,336,000"
CYCLE,DK,Denmark,2011,"101,676,000","6,506,000"
CYCLE,DK,Denmark,2012,"116,826,000","7,307,000"
CYCLE,DK,Denmark,2013,"110,189,000","7,650,000"
CYCLE,DK,Denmark,2014,"115,072,000","9,158,000"
CYCLE,DK,Denmark,2015,"99,152,000","8,859,000"
CYCLE,EE,Estonia,2000,"5,655,000","454,000"
CYCLE,EE,Estonia,2001,"6,421,000","585,000"
CYCLE,EE,Estonia,2002,"5,629,000","494,000"
CYCLE,EE,Estonia,2003,"4,983,000","498,000"
CYCLE,EE,Estonia,2004,"6,800,000","262,000"
CYCLE,EE,Estonia,2005,"4,650,000","825,000"
CYCLE,EE,Estonia,2006,"4,994,000","1,654,000"
CYCLE,EE,Estonia,2007,"5,880,000","1,655,000"
CYCLE,EE,Estonia,2008,"6,049,000","1,124,000"
CYCLE,EE,Estonia,2009,"3,824,000","1,292,000"
CYCLE,EE,Estonia,2010,"3,206,000","427,000"
CYCLE,EE,Estonia,2011,"4,524,000","196,000"
CYCLE,EE,Estonia,2012,"6,138,000","518,000"
CYCLE,EE,Estonia,2013,"6,446,000","842,000"
CYCLE,EE,Estonia,2014,"5,461,000","1,432,000"
CYCLE,EE,Estonia,2015,"8,191,000","943,000"
CYCLE,EL,Greece,2000,"5,556,000","2,394,000"
CYCLE,EL,Greece,2001,"5,153,000","6,921,000"
CYCLE,EL,Greece,2002,"3,418,000","7,613,000"
CYCLE,EL,Greece,2003,"5,668,000","12,156,000"
CYCLE,EL,Greece,2004,"8,559,000","9,569,000"
CYCLE,EL,Greece,2005,"9,167,000","7,337,000"
CYCLE,EL,Greece,2006,"9,841,000","10,585,000"
CYCLE,EL,Greece,2007,"12,119,000","13,454,000"
CYCLE,EL,Greece,2008,"16,993,000","10,816,000"
CYCLE,EL,Greece,2009,"15,230,000","8,217,000"
CYCLE,EL,Greece,2010,"18,850,000","3,159,000"
CYCLE,EL,Greece,2011,"17,797,000","1,043,000"
CYCLE,EL,Greece,2012,"16,840,000","2,105,000"
CYCLE,EL,Greece,2013,"15,043,000","3,532,000"
CYCLE,EL,Greece,2014,"13,055,000","2,341,000"
CYCLE,EL,Greece,2015,"10,883,000","3,488,000"
CYCLE,ES,Spain,2000,"41,816,000","53,323,000"
CYCLE,ES,Spain,2001,"45,885,000","67,765,000"
CYCLE,ES,Spain,2002,"57,795,000","71,308,000"
CYCLE,ES,Spain,2003,"72,208,000","82,623,000"
CYCLE,ES,Spain,2004,"86,850,000","74,372,000"
CYCLE,ES,Spain,2005,"109,644,000","79,511,000"
CYCLE,ES,Spain,2006,"109,734,000","85,868,000"
CYCLE,ES,Spain,2007,"141,558,000","56,877,000"
CYCLE,ES,Spain,2008,"186,210,000","93,826,000"
CYCLE,ES,Spain,2009,"173,061,000","90,011,000"
CYCLE,ES,Spain,2010,"227,144,000","96,498,000"
CYCLE,ES,Spain,2011,"227,805,000","122,408,000"
CYCLE,ES,Spain,2012,"252,765,000","130,506,000"
CYCLE,ES,Spain,2013,"198,504,000","138,439,000"
CYCLE,ES,Spain,2014,"235,510,000","113,793,000"
CYCLE,ES,Spain,2015,"247,790,000","108,113,000"
CYCLE,FI,Finland,2000,"28,047,000","2,832,000"
CYCLE,FI,Finland,2001,"21,554,000","3,261,000"
CYCLE,FI,Finland,2002,"20,252,000","2,977,000"
CYCLE,FI,Finland,2003,"25,609,000","1,997,000"
CYCLE,FI,Finland,2004,"26,532,000","1,912,000"
CYCLE,FI,Finland,2005,"31,080,000","1,609,000"
CYCLE,FI,Finland,2006,"32,187,000","1,883,000"
CYCLE,FI,Finland,2007,"37,509,000","2,714,000"
CYCLE,FI,Finland,2008,"42,383,000","2,333,000"
CYCLE,FI,Finland,2009,"40,849,000","1,489,000"
CYCLE,FI,Finland,2010,"39,114,000","1,401,000"
CYCLE,FI,Finland,2011,"42,068,000","1,904,000"
CYCLE,FI,Finland,2012,"40,106,000","1,184,000"
CYCLE,FI,Finland,2013,"43,047,000","1,205,000"
CYCLE,FI,Finland,2014,"45,593,000","1,960,000"
CYCLE,FI,Finland,2015,"46,716,000","1,420,000"
CYCLE,FR,France,2000,"153,243,000","78,688,000"
CYCLE,FR,France,2001,"143,246,000","71,127,000"
CYCLE,FR,France,2002,"169,585,000","70,848,000"
CYCLE,FR,France,2003,"190,550,000","70,085,000"
CYCLE,FR,France,2004,"222,648,000","89,856,000"
CYCLE,FR,France,2005,"275,245,000","103,557,000"
CYCLE,FR,France,2006,"251,998,000","112,278,000"
CYCLE,FR,France,2007,"247,940,000","110,261,000"
CYCLE,FR,France,2008,"319,425,000","118,698,000"
CYCLE,FR,France,2009,"265,644,000","91,581,000"
CYCLE,FR,France,2010,"278,738,000","100,759,000"
CYCLE,FR,France,2011,"270,991,000","107,350,000"
CYCLE,FR,France,2012,"290,856,000","122,226,000"
CYCLE,FR,France,2013,"265,073,000","104,155,000"
CYCLE,FR,France,2014,"272,494,000","94,164,000"
CYCLE,FR,France,2015,"309,842,000","97,150,000"
CYCLE,HR,Croatia,2000,"5,204,000","50,000"
CYCLE,HR,Croatia,2001,"5,790,000","74,000"
CYCLE,HR,Croatia,2002,"8,020,000","339,000"
CYCLE,HR,Croatia,2003,"8,358,000","283,000"
CYCLE,HR,Croatia,2004,"8,244,000","496,000"
CYCLE,HR,Croatia,2005,"9,170,000","520,000"
CYCLE,HR,Croatia,2006,"10,897,000","369,000"
CYCLE,HR,Croatia,2007,"11,562,000","507,000"
CYCLE,HR,Croatia,2008,"14,198,000","467,000"
CYCLE,HR,Croatia,2009,"10,965,000","490,000"
CYCLE,HR,Croatia,2010,"10,400,000","240,000"
CYCLE,HR,Croatia,2011,"12,932,000","283,000"
CYCLE,HR,Croatia,2012,"17,248,000","593,000"
CYCLE,HR,Croatia,2013,"17,309,000","428,000"
CYCLE,HR,Croatia,2014,"11,986,000","433,000"
CYCLE,HR,Croatia,2015,"16,271,000","1,235,000"
CYCLE,HU,Hungary,2000,"3,286,000","5,993,000"
CYCLE,HU,Hungary,2001,"3,651,000","6,996,000"
CYCLE,HU,Hungary,2002,"9,017,000","13,890,000"
CYCLE,HU,Hungary,2003,"18,455,000","20,384,000"
CYCLE,HU,Hungary,2004,"15,602,000","24,305,000"
CYCLE,HU,Hungary,2005,"4,521,000","26,651,000"
CYCLE,HU,Hungary,2006,"5,452,000","32,949,000"
CYCLE,HU,Hungary,2007,"5,445,000","46,048,000"
CYCLE,HU,Hungary,2008,"7,989,000","43,092,000"
CYCLE,HU,Hungary,2009,"5,809,000","49,477,000"
CYCLE,HU,Hungary,2010,"5,738,000","53,057,000"
CYCLE,HU,Hungary,2011,"6,910,000","58,016,000"
CYCLE,HU,Hungary,2012,"9,469,000","76,696,000"
CYCLE,HU,Hungary,2013,"10,947,000","102,347,000"
CYCLE,HU,Hungary,2014,"12,311,000","78,069,000"
CYCLE,HU,Hungary,2015,"16,520,000","135,476,000"
CYCLE,IE,Ireland,2000,"14,790,000","16,456,000"
CYCLE,IE,Ireland,2001,"11,280,000","16,368,000"
CYCLE,IE,Ireland,2002,"8,986,000","14,115,000"
CYCLE,IE,Ireland,2003,"9,609,000","18,320,000"
CYCLE,IE,Ireland,2004,"10,757,000","2,971,000"
CYCLE,IE,Ireland,2005,"15,735,000","510,000"
CYCLE,IE,Ireland,2006,"19,696,000","802,000"
CYCLE,IE,Ireland,2007,"20,494,000","841,000"
CYCLE,IE,Ireland,2008,"16,851,000","1,541,000"
CYCLE,IE,Ireland,2009,"21,112,000","2,330,000"
CYCLE,IE,Ireland,2010,"27,761,000","3,353,000"
CYCLE,IE,Ireland,2011,"24,094,000","1,065,000"
CYCLE,IE,Ireland,2012,"24,717,000","1,319,000"
CYCLE,IE,Ireland,2013,"22,911,000","2,090,000"
CYCLE,IE,Ireland,2014,"30,528,000","3,466,000"
CYCLE,IE,Ireland,2015,"32,663,000","3,124,000"
CYCLE,IS,Iceland,2000,"1,536,000",
CYCLE,IS,Iceland,2001,"1,662,000",
CYCLE,IS,Iceland,2002,"1,354,000",
CYCLE,IS,Iceland,2003,"1,599,000","6,000"
CYCLE,IS,Iceland,2004,"1,640,000",0
CYCLE,IS,Iceland,2005,"1,980,000",
CYCLE,IS,Iceland,2006,"2,396,000",
CYCLE,IS,Iceland,2007,"2,564,000","2,000"
CYCLE,IS,Iceland,2008,"2,373,000","2,000"
CYCLE,IS,Iceland,2009,"1,649,000",
CYCLE,IS,Iceland,2010,"2,012,000",0
CYCLE,IS,Iceland,2011,"2,185,000",
CYCLE,IS,Iceland,2012,"2,708,000",0
CYCLE,IS,Iceland,2013,"3,172,000",0
CYCLE,IS,Iceland,2014,"3,453,000","50,000"
CYCLE,IS,Iceland,2015,"5,144,000","3,000"
CYCLE,IT,Italy,2000,"40,374,000","179,935,000"
CYCLE,IT,Italy,2001,"55,201,000","167,166,000"
CYCLE,IT,Italy,2002,"48,440,000","151,309,000"
CYCLE,IT,Italy,2003,"43,629,000","153,666,000"
CYCLE,IT,Italy,2004,"54,357,000","146,629,000"
CYCLE,IT,Italy,2005,"70,255,000","143,742,000"
CYCLE,IT,Italy,2006,"75,021,000","138,739,000"
CYCLE,IT,Italy,2007,"78,969,000","136,741,000"
CYCLE,IT,Italy,2008,"83,216,000","138,733,000"
CYCLE,IT,Italy,2009,"81,504,000","128,214,000"
CYCLE,IT,Italy,2010,"110,984,000","132,722,000"
CYCLE,IT,Italy,2011,"125,529,000","154,342,000"
CYCLE,IT,Italy,2012,"129,341,000","144,039,000"
CYCLE,IT,Italy,2013,"129,384,000","191,776,000"
CYCLE,IT,Italy,2014,"128,515,000","194,169,000"
CYCLE,IT,Italy,2015,"148,631,000","168,976,000"
CYCLE,LT,Lithuania,2000,"2,972,000","26,607,000"
CYCLE,LT,Lithuania,2001,"3,615,000","33,528,000"
CYCLE,LT,Lithuania,2002,"4,476,000","37,395,000"
CYCLE,LT,Lithuania,2003,"4,543,000","33,400,000"
CYCLE,LT,Lithuania,2004,"4,052,000","33,226,000"
CYCLE,LT,Lithuania,2005,"3,268,000","43,386,000"
CYCLE,LT,Lithuania,2006,"2,763,000","34,337,000"
CYCLE,LT,Lithuania,2007,"3,595,000","38,110,000"
CYCLE,LT,Lithuania,2008,"4,757,000","40,362,000"
CYCLE,LT,Lithuania,2009,"3,544,000","37,926,000"
CYCLE,LT,Lithuania,2010,"2,879,000","45,512,000"
CYCLE,LT,Lithuania,2011,"4,180,000","47,264,000"
CYCLE,LT,Lithuania,2012,"4,100,000","45,806,000"
CYCLE,LT,Lithuania,2013,"5,723,000","46,721,000"
CYCLE,LT,Lithuania,2014,"6,545,000","43,458,000"
CYCLE,LT,Lithuania,2015,"6,107,000","56,499,000"
CYCLE,LU,Luxembourg,2000,"4,067,000","49,000"
CYCLE,LU,Luxembourg,2001,"4,705,000","13,000"
CYCLE,LU,Luxembourg,2002,"2,825,000","18,000"
CYCLE,LU,Luxembourg,2003,"3,502,000","95,000"
CYCLE,LU,Luxembourg,2004,"5,021,000","36,000"
CYCLE,LU,Luxembourg,2005,"4,711,000","21,000"
CYCLE,LU,Luxembourg,2006,"5,305,000","72,000"
CYCLE,LU,Luxembourg,2007,"5,983,000","64,000"
CYCLE,LU,Luxembourg,2008,"6,317,000","73,000"
CYCLE,LU,Luxembourg,2009,"6,612,000","43,000"
CYCLE,LU,Luxembourg,2010,"7,345,000","36,000"
CYCLE,LU,Luxembourg,2011,"6,882,000","82,000"
CYCLE,LU,Luxembourg,2012,"7,767,000","97,000"
CYCLE,LU,Luxembourg,2013,"5,839,000","107,000"
CYCLE,LU,Luxembourg,2014,"6,759,000","34,000"
CYCLE,LU,Luxembourg,2015,"9,098,000","207,000"
CYCLE,LV,Latvia,2000,"3,092,000","97,000"
CYCLE,LV,Latvia,2001,"3,755,000","12,000"
CYCLE,LV,Latvia,2002,"3,883,000","66,000"
CYCLE,LV,Latvia,2003,"4,443,000","11,000"
CYCLE,LV,Latvia,2004,"4,471,000","61,000"
CYCLE,LV,Latvia,2005,"3,693,000","37,000"
CYCLE,LV,Latvia,2006,"5,101,000","91,000"
CYCLE,LV,Latvia,2007,"5,759,000","265,000"
CYCLE,LV,Latvia,2008,"5,662,000","156,000"
CYCLE,LV,Latvia,2009,"3,302,000","365,000"
CYCLE,LV,Latvia,2010,"2,027,000","139,000"
CYCLE,LV,Latvia,2011,"3,082,000","251,000"
CYCLE,LV,Latvia,2012,"3,600,000","228,000"
CYCLE,LV,Latvia,2013,"4,693,000","654,000"
CYCLE,LV,Latvia,2014,"5,736,000","940,000"
CYCLE,LV,Latvia,2015,"6,379,000","1,458,000"
CYCLE,ME,Montenegro,2000,,
CYCLE,ME,Montenegro,2001,,
CYCLE,ME,Montenegro,2002,,
CYCLE,ME,Montenegro,2003,,
CYCLE,ME,Montenegro,2004,,
CYCLE,ME,Montenegro,2005,"342,000",0
CYCLE,ME,Montenegro,2006,"462,000",
CYCLE,ME,Montenegro,2007,"533,000","10,000"
CYCLE,ME,Montenegro,2008,"712,000",0
CYCLE,ME,Montenegro,2009,"490,000","2,000"
CYCLE,ME,Montenegro,2010,"560,000",
CYCLE,ME,Montenegro,2011,"701,000",0
CYCLE,ME,Montenegro,2012,"768,000","1,000"
CYCLE,ME,Montenegro,2013,"762,000",0
CYCLE,ME,Montenegro,2014,,
CYCLE,ME,Montenegro,2015,"771,000","2,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2000,,
CYCLE,MK,Former Yugoslav Republic of Macedonia,2001,,
CYCLE,MK,Former Yugoslav Republic of Macedonia,2002,"691,000","445,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2003,"834,000","858,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2004,"647,000","1,865,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2005,"597,000","1,564,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2006,"570,000","2,136,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2007,"781,000","1,502,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2008,"870,000","2,087,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2009,"920,000","1,736,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2010,"842,000","1,584,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2011,"1,130,000","1,164,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2012,"1,406,000","883,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2013,"1,593,000","513,000"
CYCLE,MK,Former Yugoslav Republic of Macedonia,2014,,
CYCLE,MK,Former Yugoslav Republic of Macedonia,2015,"1,926,000","8,000"
CYCLE,MT,Malta,2000,"642,000","18,000"
CYCLE,MT,Malta,2001,"552,000","1,000"
CYCLE,MT,Malta,2002,"317,000",
CYCLE,MT,Malta,2003,"302,000",0
CYCLE,MT,Malta,2004,"424,000","8,000"
CYCLE,MT,Malta,2005,"424,000",
CYCLE,MT,Malta,2006,"432,000","105,000"
CYCLE,MT,Malta,2007,"457,000",
CYCLE,MT,Malta,2008,"495,000",
CYCLE,MT,Malta,2009,"631,000","1,000"
CYCLE,MT,Malta,2010,"543,000","7,000"
CYCLE,MT,Malta,2011,"685,000","1,000"
CYCLE,MT,Malta,2012,"508,000","4,000"
CYCLE,MT,Malta,2013,"574,000","204,000"
CYCLE,MT,Malta,2014,"690,000","217,000"
CYCLE,MT,Malta,2015,"571,000","338,000"
CYCLE,NL,Netherlands,2000,"118,530,000","170,982,000"
CYCLE,NL,Netherlands,2001,"106,387,000","179,565,000"
CYCLE,NL,Netherlands,2002,"108,962,000","161,708,000"
CYCLE,NL,Netherlands,2003,"94,890,000","189,143,000"
CYCLE,NL,Netherlands,2004,"106,838,000","230,402,000"
CYCLE,NL,Netherlands,2005,"121,862,000","238,157,000"
CYCLE,NL,Netherlands,2006,"132,502,000","258,508,000"
CYCLE,NL,Netherlands,2007,"168,898,000","266,012,000"
CYCLE,NL,Netherlands,2008,"198,011,000","383,790,000"
CYCLE,NL,Netherlands,2009,"251,954,000","420,766,000"
CYCLE,NL,Netherlands,2010,"306,666,000","474,899,000"
CYCLE,NL,Netherlands,2011,"325,203,000","514,994,000"
CYCLE,NL,Netherlands,2012,"327,881,000","532,981,000"
CYCLE,NL,Netherlands,2013,"292,546,000","506,810,000"
CYCLE,NL,Netherlands,2014,"352,003,000","591,736,000"
CYCLE,NL,Netherlands,2015,"406,835,000","740,132,000"
CYCLE,NO,Norway,2000,"46,921,000","6,278,000"
CYCLE,NO,Norway,2001,"52,708,000","605,000"
CYCLE,NO,Norway,2002,"38,769,000","379,000"
CYCLE,NO,Norway,2003,"54,831,000","243,000"
CYCLE,NO,Norway,2004,"49,844,000","322,000"
CYCLE,NO,Norway,2005,"49,802,000","510,000"
CYCLE,NO,Norway,2006,"55,392,000","381,000"
CYCLE,NO,Norway,2007,"63,154,000","304,000"
CYCLE,NO,Norway,2008,"76,243,000","300,000"
CYCLE,NO,Norway,2009,"76,528,000","391,000"
CYCLE,NO,Norway,2010,"84,232,000","506,000"
CYCLE,NO,Norway,2011,"94,610,000","2,361,000"
CYCLE,NO,Norway,2012,"103,767,000","7,033,000"
CYCLE,NO,Norway,2013,"95,409,000","9,006,000"
CYCLE,NO,Norway,2014,"100,997,000","3,624,000"
CYCLE,NO,Norway,2015,,
CYCLE,PL,Poland,2000,,
CYCLE,PL,Poland,2001,,
CYCLE,PL,Poland,2002,,
CYCLE,PL,Poland,2003,,
CYCLE,PL,Poland,2004,"12,610,000","41,199,000"
CYCLE,PL,Poland,2005,"23,915,000","83,430,000"
CYCLE,PL,Poland,2006,"21,519,000","85,073,000"
CYCLE,PL,Poland,2007,"26,274,000","95,260,000"
CYCLE,PL,Poland,2008,"39,957,000","99,480,000"
CYCLE,PL,Poland,2009,"37,339,000","75,409,000"
CYCLE,PL,Poland,2010,"39,519,000","70,224,000"
CYCLE,PL,Poland,2011,"43,342,000","66,831,000"
CYCLE,PL,Poland,2012,"47,252,000","66,511,000"
CYCLE,PL,Poland,2013,"49,604,000","65,802,000"
CYCLE,PL,Poland,2014,"52,782,000","79,883,000"
CYCLE,PL,Poland,2015,"72,636,000","96,189,000"
CYCLE,PT,Portugal,2000,"6,590,000","22,684,000"
CYCLE,PT,Portugal,2001,"4,635,000","25,687,000"
CYCLE,PT,Portugal,2002,"4,917,000","19,055,000"
CYCLE,PT,Portugal,2003,"8,083,000","44,897,000"
CYCLE,PT,Portugal,2004,"8,992,000","49,497,000"
CYCLE,PT,Portugal,2005,"17,286,000","71,650,000"
CYCLE,PT,Portugal,2006,"20,460,000","74,831,000"
CYCLE,PT,Portugal,2007,"25,678,000","116,320,000"
CYCLE,PT,Portugal,2008,"27,880,000","126,155,000"
CYCLE,PT,Portugal,2009,"23,674,000","108,214,000"
CYCLE,PT,Portugal,2010,"29,052,000","132,208,000"
CYCLE,PT,Portugal,2011,"26,237,000","139,616,000"
CYCLE,PT,Portugal,2012,"27,374,000","137,948,000"
CYCLE,PT,Portugal,2013,"24,026,000","130,447,000"
CYCLE,PT,Portugal,2014,"21,048,000","178,221,000"
CYCLE,PT,Portugal,2015,"22,793,000","189,149,000"
CYCLE,RO,Romania,2000,"2,813,000","14,000"
CYCLE,RO,Romania,2001,"2,444,000","214,000"
CYCLE,RO,Romania,2002,"2,015,000","17,000"
CYCLE,RO,Romania,2003,"2,244,000","20,000"
CYCLE,RO,Romania,2004,"1,913,000","147,000"
CYCLE,RO,Romania,2005,"2,165,000","1,655,000"
CYCLE,RO,Romania,2006,"2,727,000","2,925,000"
CYCLE,RO,Romania,2007,"2,560,000","8,935,000"
CYCLE,RO,Romania,2008,"4,148,000","14,667,000"
CYCLE,RO,Romania,2009,"4,637,000","17,608,000"
CYCLE,RO,Romania,2010,"5,623,000","34,843,000"
CYCLE,RO,Romania,2011,"6,506,000","48,387,000"
CYCLE,RO,Romania,2012,"8,714,000","55,555,000"
CYCLE,RO,Romania,2013,"10,095,000","57,014,000"
CYCLE,RO,Romania,2014,"10,854,000","49,487,000"
CYCLE,RO,Romania,2015,"13,323,000","58,212,000"
CYCLE,RS,Serbia,2000,,
CYCLE,RS,Serbia,2001,,
CYCLE,RS,Serbia,2002,,
CYCLE,RS,Serbia,2003,,
CYCLE,RS,Serbia,2004,,
CYCLE,RS,Serbia,2005,"1,481,000","319,000"
CYCLE,RS,Serbia,2006,"1,521,000","998,000"
CYCLE,RS,Serbia,2007,"1,799,000","1,308,000"
CYCLE,RS,Serbia,2008,"1,654,000","1,436,000"
CYCLE,RS,Serbia,2009,"1,388,000","1,561,000"
CYCLE,RS,Serbia,2010,"1,195,000","1,977,000"
CYCLE,RS,Serbia,2011,"1,240,000","3,076,000"
CYCLE,RS,Serbia,2012,"1,339,000","3,626,000"
CYCLE,RS,Serbia,2013,"1,442,000","3,601,000"
CYCLE,RS,Serbia,2014,,
CYCLE,RS,Serbia,2015,"1,453,000","4,536,000"
CYCLE,SE,Sweden,2000,"45,903,000","6,800,000"
CYCLE,SE,Sweden,2001,"36,254,000","9,218,000"
CYCLE,SE,Sweden,2002,"37,321,000","7,263,000"
CYCLE,SE,Sweden,2003,"39,199,000","8,546,000"
CYCLE,SE,Sweden,2004,"43,905,000","10,399,000"
CYCLE,SE,Sweden,2005,"46,467,000","14,704,000"
CYCLE,SE,Sweden,2006,"48,053,000","14,579,000"
CYCLE,SE,Sweden,2007,"49,401,000","10,410,000"
CYCLE,SE,Sweden,2008,"56,882,000","10,462,000"
CYCLE,SE,Sweden,2009,"48,216,000","7,809,000"
CYCLE,SE,Sweden,2010,"51,202,000","10,470,000"
CYCLE,SE,Sweden,2011,"63,245,000","10,477,000"
CYCLE,SE,Sweden,2012,"83,206,000","23,040,000"
CYCLE,SE,Sweden,2013,"83,750,000","22,210,000"
CYCLE,SE,Sweden,2014,"84,361,000","18,051,000"
CYCLE,SE,Sweden,2015,"99,437,000","17,859,000"
CYCLE,SI,Slovenia,2000,"7,866,000","4,677,000"
CYCLE,SI,Slovenia,2001,"7,748,000","3,637,000"
CYCLE,SI,Slovenia,2002,"10,153,000","6,587,000"
CYCLE,SI,Slovenia,2003,"11,269,000","5,166,000"
CYCLE,SI,Slovenia,2004,"14,579,000","6,281,000"
CYCLE,SI,Slovenia,2005,"10,104,000","1,808,000"
CYCLE,SI,Slovenia,2006,"10,874,000","540,000"
CYCLE,SI,Slovenia,2007,"13,311,000","983,000"
CYCLE,SI,Slovenia,2008,"16,397,000","1,160,000"
CYCLE,SI,Slovenia,2009,"15,483,000","1,865,000"
CYCLE,SI,Slovenia,2010,"14,933,000","1,120,000"
CYCLE,SI,Slovenia,2011,"15,791,000","2,004,000"
CYCLE,SI,Slovenia,2012,"15,667,000","2,888,000"
CYCLE,SI,Slovenia,2013,"14,941,000","2,098,000"
CYCLE,SI,Slovenia,2014,"16,869,000","4,867,000"
CYCLE,SI,Slovenia,2015,"18,324,000","6,049,000"
CYCLE,SK,Slovakia,2000,,
CYCLE,SK,Slovakia,2001,,
CYCLE,SK,Slovakia,2002,,
CYCLE,SK,Slovakia,2003,,
CYCLE,SK,Slovakia,2004,"3,320,000","5,013,000"
CYCLE,SK,Slovakia,2005,"6,043,000","18,423,000"
CYCLE,SK,Slovakia,2006,"6,475,000","16,522,000"
CYCLE,SK,Slovakia,2007,"7,632,000","18,817,000"
CYCLE,SK,Slovakia,2008,"9,915,000","22,238,000"
CYCLE,SK,Slovakia,2009,"11,187,000","20,473,000"
CYCLE,SK,Slovakia,2010,"11,688,000","15,963,000"
CYCLE,SK,Slovakia,2011,"18,216,000","17,701,000"
CYCLE,SK,Slovakia,2012,"13,982,000","17,220,000"
CYCLE,SK,Slovakia,2013,"16,703,000","18,298,000"
CYCLE,SK,Slovakia,2014,"13,813,000","17,773,000"
CYCLE,SK,Slovakia,2015,"15,833,000","29,079,000"
CYCLE,TR,Turkey,2000,"2,782,000","7,209,000"
CYCLE,TR,Turkey,2001,"2,110,000","8,065,000"
CYCLE,TR,Turkey,2002,"1,712,000","8,987,000"
CYCLE,TR,Turkey,2003,"792,000","12,781,000"
CYCLE,TR,Turkey,2004,"1,286,000","17,611,000"
